AnalysisLayer,EvidenceChain,Site_ID,YearMonth,Extreme,Normal,Delta_CBI,ScenarioID
Hourly_state,SiteMonth_CBI,95332244,2025-04,0.8675404239533564,0.8018537165862228,0.06568670736713356,N10
Hourly_state,SiteMonth_CBI,95332217,2025-04,0.7316531667362092,0.7374801027974093,-0.005826936061200105,C3
Hourly_state,SiteMonth_CBI,95332219,2025-04,1.0154551310320932,0.9125849083316945,0.1028702227003987,C3
Hourly_state,SiteMonth_CBI,95332219,2025-06,0.6507870669516804,0.6413195476643474,0.009467519287333026,C3
Hourly_state,SiteMonth_CBI,95332219,2025-07,0.6989368466476906,0.5961865313307688,0.1027503153169218,C3
Hourly_state,SiteMonth_CBI,95332220,2025-04,0.8076853379195442,0.8690202228018031,-0.06133488488225891,C3
Hourly_state,SiteMonth_CBI,95332221,2025-08,0.5745385102965079,0.6036826759237461,-0.029144165627238205,C3
Hourly_state,SiteMonth_CBI,95332225,2025-08,1.1052361283417609,1.0577114671795032,0.04752466116225773,C3
Hourly_state,SiteMonth_CBI,95332226,2025-08,0.4288168777799405,0.435792661886197,-0.0069757841062564885,C3
Hourly_state,SiteMonth_CBI,95332226,2025-09,0.37650223940597893,0.38155831727870676,-0.005056077872727827,C3
Hourly_state,SiteMonth_CBI,95332227,2025-08,0.5224386805411868,0.5359391988284413,-0.013500518287254515,C3
Hourly_state,SiteMonth_CBI,95332227,2025-09,0.47757174210942455,0.4474545377441989,0.030117204365225636,C3
Hourly_state,SiteMonth_CBI,95332228,2025-08,0.8368557686383975,0.7216042162649055,0.11525155237349205,C3
Hourly_state,SiteMonth_CBI,95332228,2025-09,0.8247747824633137,0.7737374589822099,0.05103732348110379,C3
Hourly_state,SiteMonth_CBI,95332229,2025-09,0.5328655608185261,0.40237438870339204,0.13049117211513406,C3
Hourly_state,SiteMonth_CBI,95332230,2025-08,0.777117191371178,0.8162064555656877,-0.039089264194509754,C3
Hourly_state,SiteMonth_CBI,95332230,2025-09,0.8240160909430707,0.7576756056498277,0.06634048529324299,C3
Hourly_state,SiteMonth_CBI,95332231,2025-08,0.4410400968863096,0.4371477375880645,0.0038923592982450517,C3
Hourly_state,SiteMonth_CBI,95332232,2025-02,0.5293596592669951,0.7056463849596125,-0.17628672569261739,C3
Hourly_state,SiteMonth_CBI,95332233,2025-02,0.8171362983653272,0.9274044598931176,-0.1102681615277904,C3
Hourly_state,SiteMonth_CBI,95332235,2025-04,0.8957165365516356,0.7857727306891515,0.10994380586248409,C3
Hourly_state,SiteMonth_CBI,95332236,2025-04,0.9584271586366331,1.0386108313962934,-0.08018367275966032,C3
Hourly_state,SiteMonth_CBI,95332236,2025-06,1.425009186985522,1.2673653912618126,0.15764379572370935,C3
Hourly_state,SiteMonth_CBI,95332239,2025-06,0.5954856122137957,0.5958635985072877,-0.0003779862934919498,C3
Hourly_state,SiteMonth_CBI,95332242,2025-09,0.6544455377245434,0.5192297972233781,0.13521574050116525,C3
Hourly_state,SiteMonth_CBI,95332243,2025-08,0.49152822656355055,0.4668300652238814,0.024698161339669178,C3
Hourly_state,SiteMonth_CBI,95332243,2025-09,0.4589328104596613,0.43256582588213044,0.02636698457753084,C3
Hourly_state,SiteMonth_CBI,95332244,2025-04,0.8675404239533564,0.7348031704219812,0.13273725353137522,C3
